73.9563026,18.541425,0
73.9562503,18.5414758,1
73.9561685,18.5415127,2
73.9560264,18.541514,3
73.9558601,18.5415127,4
73.955679,18.5415152,5
73.9555114,18.541514,6
73.9553786,18.541514,7
73.9553263,18.5415165,8
73.9553022,18.5414974,9
73.9553049,18.5413792,10
73.9553049,18.5412571,11
73.9553062,18.541116,12
73.9553062,18.5410486,13
73.9553424,18.5410092,14
73.9553987,18.5409888,15
73.9555825,18.5409927,16
73.955781,18.5409901,17
73.9559781,18.5409888,18
73.956135,18.5409914,19
73.9562503,18.5409927,20
73.9562986,18.5410321,21
73.9562959,18.5411058,22
73.9562933,18.5411948,23
73.9563,18.54135,24
73.956359,18.5414704,25
73.9563992,18.5415086,26
73.9565266,18.5415073,27
73.9567037,18.5415073,28
73.9568713,18.5415073,29
73.9570322,18.5415073,30
73.9570993,18.5415225,31
73.9571771,18.5415963,32
73.95722,18.5416306,33
73.9572696,18.541637,34
73.9572911,18.5416815,35
73.957279,18.5417603,36
73.9572535,18.5418595,37
73.9571905,18.5418773,38
73.9571583,18.5423172,39
73.9571798,18.5422193,40
73.9571999,18.5421278,41
73.9572227,18.5420299,42
73.9572388,18.5419561,43
73.9571798,18.5419091,44
73.957106,18.541876,45
73.9569786,18.5418735,46
73.9568123,18.5418709,47
73.9566567,18.5418671,48
73.9565105,18.5418658,49
73.9563764,18.5418633,50
73.9562209,18.5418633,51
73.956135,18.541862,52
73.9561015,18.54189,53
73.9560961,18.5419599,54
73.9560747,18.5419955,55
73.9559929,18.542007,56
73.9558561,18.5420057,57
73.9557193,18.542007,58
73.9556066,18.542007,59
73.9554819,18.5420019,60
73.9553706,18.5419993,61
73.9552526,18.5419968,62
