lat,lon
18.54184113213703,73.95697417524644
18.541850040061668,73.95697539932495
18.5418735,73.9569786
18.541873684926394,73.95698807303216
18.541874239702743,73.95701649212876
18.54187479447484,73.95704491122555
18.54187534924268,73.95707333032253
18.541876,73.957106
18.54187614499399,73.95711547380587
18.541876579973138,73.95714389522355
18.541877014948035,73.95717231664139
18.5418773,73.9571905
18.541874746659275,73.9571995842389
18.54186708663451,73.95722683695398
18.5418595,73.9572535
18.541850774801805,73.9572557545244
18.54182459920706,73.95726251809619
18.541798423612068,73.9572692816659
18.541772248016837,73.95727604523354
18.5417603,73.957279
18.54175141146027,73.957280371918
18.541724745841034,73.95728448767122
18.541698080221707,73.95728860342314
18.5416815,73.9572911
18.54167334016181,73.95728713731208
18.541648860646752,73.95727524925059
18.541637,73.9572696
18.541635794665535,73.95726021065148
18.541632178659366,73.9572320426067
18.5416306,73.95722
18.541624826105092,73.95721274135653
18.54160750441871,73.95719096542906
18.5415963,73.9571771
18.541589962485055,73.95717038481322
18.541570949938805,73.9571502392559
18.541551937390413,73.95713009370306
18.54153292483989,73.95710994815468
18.5415225,73.9570993
18.541520422433,73.95709008185636
18.54151418972933,73.95706242742678
18.5415073,73.9570322
18.54150729999976,73.95702272498032
18.541507299996223,73.95699429992122
18.541507299988425,73.9569658748621
18.54150729997638,73.95693744980302
18.541507299960085,73.95690902474392
18.5415073,73.9568713
18.54150729999976,73.95686182498031
18.541507299996223,73.95683339992122
18.541507299988425,73.95680497486211
18.54150729997638,73.95677654980301
18.541507299960085,73.95674812474392
18.541507299939536,73.95671969968483
18.5415073,73.9567037
18.54150729999976,73.95669422498031
18.541507299996223,73.95666579992121
18.541507299988425,73.95663737486211
18.54150729997638,73.95660894980301
18.541507299960085,73.95658052474393
18.541507299939536,73.95655209968483
18.5415073,73.9565266
18.541507396187697,73.95651712552348
18.54150768474796,73.95648870209384
18.541507973303965,73.9564602786641
18.541508261855718,73.95643185523426
18.5415086,73.9563992
18.541502256842115,73.95639249074661
18.54148322736705,73.9563723629894
18.5414704,73.956359
18.54146460300674,73.95635176187373
18.54144721202533,73.95633004749789
18.541425,73.9563026
18.541416021692342,73.95630228717731
18.54138908676937,73.95630134870945
18.541362151846393,73.95630041024188
18.54135,73.9563
18.54134102438556,73.9562996105759
18.541314097542234,73.95629844230379
18.541287170698894,73.95629727403205
18.541260243855557,73.95629610576069
18.54123331701221,73.95629493748969
18.541206390168853,73.95629376921904
18.5411948,73.9562933
18.5411858202731,73.95629356363602
18.5411588810924,73.95629435454393
18.541131941911697,73.9562951454516
18.5411058,73.9562959
18.541096822262627,73.95629623052932
18.54106988905051,73.95629722211703
18.541042955838382,73.95629821370443
18.5410321,73.9562986
18.541026257651925,73.95629140257542
18.541008730606077,73.95626981030463
18.5409927,73.9562503
